sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
豐原,臺中市,23,,良好,1,0.18,12.4,22.6,14,10,9,11.5,2.5,1.6,167,2024-06-01 15:00,,0.2,7,15,0,120.74252414,24.25699731,28
三義,苗栗縣,20,,良好,1.5,0.22,8.1,20.4,16,6,8.6,13,4.4,2.4,195,2024-06-01 15:00,,0.1,6.2,12,0,120.75956754,24.38248443,27
苗栗,苗栗縣,24,,良好,0.9,0.13,20,25.2,8,5,4.7,7.1,2.4,2.4,232,2024-06-01 15:00,,0.1,7.3,11,0,120.82011468,24.56499183,26
頭份,苗栗縣,25,,良好,1.7,0.22,27.3,24.8,14,7,9.9,12.3,2.4,2.2,270,2024-06-01 15:00,,0.1,7.7,15,1,120.89869286,24.69690679,25
新竹,新竹市,25,,良好,0,0.23,41,27.7,10,5,5.9,6.9,1,1.6,282,2024-06-01 15:00,,0.2,6.2,11,0,120.97236752,24.8056356,24
竹東,新竹縣,32,,良好,0.1,0.16,21.5,22.1,12,11,5.9,6.7,0.8,1.8,275,2024-06-01 15:00,,0.1,10,16,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,0,0.16,43.8,29.5,10,8,2.4,2.9,0.4,2.1,276,2024-06-01 15:00,,0.1,9.5,13,0,121.03886894,24.90009696,22
龍潭,桃園市,30,,良好,1,0.18,25.4,22.9,16,7,6.1,7.7,1.6,3.2,261,2024-06-01 15:00,,0.2,9.2,18,0,121.21645772,24.86400048,21
平鎮,桃園市,24,,良好,0.4,0.16,30.8,22.2,14,5,6,7.1,1,2.8,281,2024-06-01 15:00,,0.2,7.3,17,0,121.203986,24.952786,20
觀音,桃園市,30,,良好,0,0.13,46.5,32.2,11,4,3.8,4.8,1,2.5,14,2024-06-01 15:00,,0,5.9,11,0,121.08283092,25.03556747,19
大園,桃園市,24,,良好,0.5,0.22,39.6,26.5,24,7,8,8.8,0.8,3,350,2024-06-01 15:00,,0.1,6.2,16,0,121.20251473,25.06100357,18
桃園,桃園市,29,,良好,0.8,0.16,30.3,23.1,12,8,6,7.4,1.3,2.3,302,2024-06-01 15:00,,0.2,9,17,1,121.30500531,24.9947107,17
大同,臺北市,41,,良好,1.1,0.45,22.5,18.4,15,9,12.8,17.7,4.9,-,-,2024-06-01 15:00,,0.7,12.6,20,1,121.51342074,25.06331455,16
松山,臺北市,48,,良好,,0.24,23.2,25.5,20,15,13.5,17.5,4,3.3,299,2024-06-01 15:00,,0.3,14.9,24,,121.578611,25.05,15
古亭,臺北市,33,,良好,1.3,0.27,23.3,24.0,20,13,12.7,14.6,1.8,2.3,295,2024-06-01 15:00,,0.3,10.3,22,1,121.529556,25.020608,14
萬華,臺北市,39,,良好,0.6,0.31,22.3,22.4,22,14,14.2,16.5,2.3,1.2,292,2024-06-01 15:00,,0.3,12.1,24,0,121.507972,25.046503,13
中山,臺北市,32,,良好,0.6,0.51,15.9,18.9,21,12,19.8,30.2,10.4,1.4,327,2024-06-01 15:00,,0.4,9.7,21,0,121.526528,25.062361,12
士林,臺北市,38,,良好,0.4,0.15,27.2,24.1,22,13,9.1,10.3,1.2,2,323,2024-06-01 15:00,,0.2,11.8,20,1,121.51666356,25.10334003,11
淡水,新北市,24,,良好,0.7,0.16,35.6,26.7,17,6,3.6,3.9,0.3,4.1,20,2024-06-01 15:00,,0.1,5.6,15,1,121.449239,25.1645,10
林口,新北市,23,,良好,0.3,0.13,33.1,25.4,10,6,4.3,4.6,0.2,2.5,305,2024-06-01 15:00,,0.1,5.6,12,0,121.36548982,25.07798949,9
菜寮,新北市,34,,良好,0.9,0.21,27.6,24.9,14,11,9.3,10.7,1.4,3.9,286,2024-06-01 15:00,,0.2,10.5,18,1,121.481028,25.06895,8
新莊,新北市,31,,良好,0.5,0.14,27.3,24.9,12,11,7.6,9.6,1.9,3.1,251,2024-06-01 15:00,,0.2,9.4,17,0,121.4325,25.037972,7
板橋,新北市,29,,良好,0.9,0.25,26,26,16,10,9.9,11.8,1.8,3.1,300,2024-06-01 15:00,,0.3,9,20,0,121.458667,25.012972,6
土城,新北市,45,,良好,0,0.19,24.4,25.9,21,14,8.1,8.9,0.7,1.8,266,2024-06-01 15:00,,0.3,14,27,0,121.451861,24.982528,5
新店,新北市,43,,良好,0.6,0.26,21.7,26.4,21,17,11,12.9,1.8,0.8,310,2024-06-01 15:00,,0.3,13.1,22,0,121.537778,24.977222,4
萬里,新北市,25,,良好,0.1,0.17,43.7,27.8,21,8,3,4.1,1,1.5,126,2024-06-01 15:00,,0.1,4.5,19,0,121.689881,25.179667,3
汐止,新北市,36,,良好,0.4,0.19,23.6,26.9,18,12,12.3,14.3,2,2.1,278,2024-06-01 15:00,,0.3,11.1,23,0,121.64081,25.06624,2
基隆,基隆市,21,,良好,0.6,0.17,32.8,23.0,21,4,5.6,6.6,1,0.6,45,2024-06-01 15:00,,0.1,6.6,21,0,121.760056,25.129167,1
屏東(枋山),屏東縣,48,,良好,0.3,0.06,29.8,28.2,64,11,0.2,0.4,0.1,3.7,259,2024-06-01 14:00,,0,8.5,48,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,16,,良好,0.7,0.22,19.4,18.0,10,6,6.7,8.4,1.7,0.2,87,2024-06-01 14:00,,0.2,3.8,12,0,120.65525382,24.39017512,312
新北(樹林),新北市,48,,良好,0.7,0.21,18.8,12.5,21,21,9.1,10.4,1.2,1,4,2024-06-01 14:00,,0.3,14.9,24,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,33,,良好,0.6,0.08,25.8,21.3,16,9,0.8,1.5,0.7,0.7,136,2024-06-01 14:00,,0,10.1,20,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,23,,良好,0,0.12,12.4,15.8,17,5,5.6,9.5,3.8,0.3,211,2024-06-01 14:00,,0.2,7,21,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,20,,良好,0.6,0.1,12.4,14.5,13,2,1.1,4.4,3.3,1.4,225,2024-06-01 14:00,,0.2,6.2,17,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,28,,良好,1.8,0.22,13.9,20.3,25,8,9.7,13.9,4.1,1.2,359,2024-06-01 14:00,,0.2,8.5,22,1,120.56373,23.96117,201
大城,彰化縣,20,,良好,1.9,0.09,6.6,15.8,24,4,12.7,17,4.2,1.9,228,2024-06-01 14:00,,0.1,5.6,20,1,120.26964167,23.85493056,85
富貴角,新北市,30,,良好,0.2,0.12,44.4,31.0,21,12,0.6,0.7,0.1,1.2,289,2024-06-01 14:00,,0,9.3,22,0,121.53656894,25.29681695,84
麥寮,雲林縣,25,,良好,1,0.1,13.2,16.1,15,5,3.6,4.9,1.2,1.7,243,2024-06-01 14:00,,0.2,7.6,22,1,120.251825,23.753506,83
關山,臺東縣,22,,良好,0.9,0.12,30.5,24.4,11,2,2,2.3,0.3,1.2,175,2024-06-01 14:00,,0.1,2.8,14,0,121.161933,23.045083,80
馬公,澎湖縣,17,,良好,0.7,0.12,27.3,18.2,11,4,5,6.2,1.2,2.1,154,2024-06-01 14:00,,0.1,4.2,10,0,119.566158,23.569031,78
金門,金門縣,12,,良好,0.4,0.11,18.9,12.4,3,5,7.2,11.2,4,1.5,144,2024-06-01 14:00,,0.1,2.9,4,0,118.312256,24.432133,77
馬祖,連江縣,74,臭氧八小時,普通,0.4,0.17,65.5,62.4,10,3,2,2.4,0.4,2.3,333,2024-06-01 14:00,,0.1,2.2,9,0,119.93149378,26.15188416,75
埔里,南投縣,23,,良好,1.1,0.16,34.4,19.7,21,11,2.6,4.2,1.5,2.7,336,2024-06-01 14:00,,0.1,7,19,0,120.967903,23.968842,72
復興,高雄市,22,,良好,0.9,0.25,15.6,13.9,27,7,4.7,7.3,2.5,1.5,298,2024-06-01 14:00,,0.3,6.7,18,2,120.312017,22.608711,71
永和,新北市,40,,良好,1.3,0.66,18.2,17.4,13,11,18.6,26.1,7.4,1.9,280,2024-06-01 14:00,,0.7,12.2,21,0,121.516306,25.017,70
竹山,南投縣,23,,良好,1.7,0.19,33.8,25.8,34,12,6.2,7.2,1,1.9,325,2024-06-01 14:00,,0.1,6.7,20,0,120.677306,23.756389,69
中壢,桃園市,31,,良好,0.4,0.39,19.8,12.8,17,9,12.4,32.9,20.5,1.6,43,2024-06-01 14:00,,0.6,9.4,19,1,121.221667,24.953278,68
三重,新北市,51,二氧化氮,普通,1.8,0.99,10.6,11.5,36,10,31.8,85.8,53.9,-,-,2024-06-01 14:00,,0.7,11.7,27,1,121.493806,25.072611,67
冬山,宜蘭縣,34,,良好,1.2,0.23,37.2,19.6,31,9,6.7,9.8,3,2.3,66,2024-06-01 14:00,,0.2,10.5,30,0,121.792928,24.632203,66
宜蘭,宜蘭縣,24,,良好,1.7,0.24,37,26.8,32,11,6.9,8.3,1.4,1.8,52,2024-06-01 14:00,,0.2,6.1,21,1,121.746394,24.747917,65
陽明,臺北市,19,,良好,0.7,0.12,28.4,21.8,10,7,1.8,2.6,0.8,3.2,10,2024-06-01 14:00,,0.1,4.2,15,0,121.529583,25.182722,64
花蓮,花蓮縣,23,,良好,0.3,0.13,32.7,25.7,,6,1.7,2,0.3,1.4,84,2024-06-01 14:00,,0.2,5,,0,121.599769,23.971306,63
臺東,臺東縣,26,,良好,0,0.11,31,28.6,15,5,2.6,3.7,1,2.1,58,2024-06-01 14:00,,0.1,4.5,16,0,121.15045,22.755358,62
恆春,屏東縣,24,,良好,0.6,0.07,21.4,26.4,16,6,0.4,1,0.6,4.6,239,2024-06-01 14:00,,0,5.6,13,0,120.788928,21.958069,61
潮州,屏東縣,16,,良好,0.8,0.06,17.3,17.6,16,2,0.9,2.4,1.4,1.9,247,2024-06-01 14:00,,0,2.8,16,1,120.561175,22.523108,60
屏東,屏東縣,22,,良好,3.8,0.24,32.2,23.4,20,8,4.6,5.8,1.2,2.1,216,2024-06-01 14:00,,0.2,5.5,22,1,120.488033,22.673081,59
小港,高雄市,31,,良好,2.4,0.15,14.7,13.3,4,8,6.7,11.5,4.7,1,89,2024-06-01 14:00,,0.2,9.5,14,2,120.337736,22.565833,58
前鎮,高雄市,18,,良好,0.9,0.13,17.3,14.0,16,3,5.9,10.1,4.1,1.9,186,2024-06-01 14:00,,0.2,5.6,18,2,120.30833356,22.6044507,57
前金,高雄市,22,,良好,0.9,0.12,17.2,15.5,21,3,5.1,7.7,2.5,3.5,207,2024-06-01 14:00,,0.1,3.7,22,1,120.28676111,22.63390278,56
左營,高雄市,27,,良好,0.8,0.12,15.3,15.9,16,8,4.3,6.1,1.8,1.7,209,2024-06-01 14:00,,0.2,8.2,16,1,120.292917,22.674861,54
楠梓,高雄市,28,,良好,0.8,0.11,19.2,17.7,21,5,5.9,7.9,1.9,0.5,242,2024-06-01 14:00,,0.2,8.5,25,1,120.328289,22.733667,53
林園,高雄市,34,,良好,1.2,0.09,26.5,22.2,20,3,1.3,2.8,1.4,2.1,197,2024-06-01 14:00,,0.1,7.5,34,1,120.41175,22.4795,52
大寮,高雄市,22,,良好,0.4,0.1,18.8,17.2,10,5,2.3,3.5,1.2,2,165,2024-06-01 14:00,,0.1,6.7,19,1,120.425311,22.56413611,51
鳳山,高雄市,19,,良好,0.9,0.22,14.3,15.1,18,2,6.6,10.7,4.1,0.8,322,2024-06-01 14:00,,0.3,3.6,19,1,120.357422,22.628126,50
仁武,高雄市,22,,良好,0.4,0.13,19.7,19.6,10,9,4.8,7.5,2.6,2.4,229,2024-06-01 14:00,,0.1,6.7,13,0,120.332631,22.689056,49
橋頭,高雄市,21,,良好,0.8,0.14,17.6,18.3,12,5,3.3,5.4,2,3,237,2024-06-01 14:00,,0.2,6.6,17,1,120.305689,22.757506,48
美濃,高雄市,28,,良好,1.2,0.13,44.6,30.1,15,7,3.6,4.4,0.8,1.4,265,2024-06-01 14:00,,0.1,4.8,21,0,120.530542,22.883583,47
臺南,臺南市,30,,良好,1.5,0.09,16,18.1,16,7,4.5,7.1,2.5,2.3,208,2024-06-01 14:00,,0.2,9.2,21,1,120.21947897,22.98928311,46
安南,臺南市,33,,良好,1.1,0.12,17.7,18.6,18,9,3.7,6,2.3,2.4,194,2024-06-01 14:00,,0.2,10.3,21,1,120.2175,23.048197,45
善化,臺南市,32,,良好,0.6,0.07,18.5,24.3,13,8,3,4.8,1.8,1.7,210,2024-06-01 14:00,,0.1,10,16,0,120.29740529,23.11337642,44
新營,臺南市,20,,良好,1,0.16,15.6,22.4,15,5,5,7.4,2.4,2.2,261,2024-06-01 14:00,,0.2,3.8,20,1,120.31725,23.305633,43
嘉義,嘉義市,24,,良好,2,0.16,26.6,26.1,20,6,5.5,6.3,0.7,2.4,258,2024-06-01 14:00,,0.1,4,17,1,120.44125148,23.46477865,42
臺西,雲林縣,24,,良好,1.1,0.1,13.7,16.5,17,8,4,5.2,1.1,2,227,2024-06-01 14:00,,0.1,7,24,1,120.19933333,23.702175,41
朴子,嘉義縣,22,,良好,0.9,0.15,12.4,16.2,16,1,5.8,8.6,2.7,1.3,233,2024-06-01 14:00,,0.2,3.2,22,1,120.2478,23.46538,40
新港,嘉義縣,31,,良好,1.6,0.1,22.8,23.2,21,9,2.6,4.1,1.4,1.5,264,2024-06-01 14:00,,0.1,9.6,23,1,120.345531,23.554839,39
崙背,雲林縣,29,,良好,0.4,0.09,11.3,16.4,17,7,1.9,2.8,0.8,1.2,260,2024-06-01 14:00,,0.1,8.8,22,0,120.348742,23.757547,38
斗六,雲林縣,24,,良好,1.4,0.16,18.6,24.1,14,9,5.8,8.1,2.2,1,257,2024-06-01 14:00,,0.2,7.5,19,1,120.544994,23.711853,37
南投,南投縣,25,,良好,1.2,0.28,15.7,22.4,32,11,11.4,14.4,3,2.7,35,2024-06-01 14:00,,0.2,7.3,25,0,120.685306,23.913,36
二林,彰化縣,40,,良好,0.7,0.1,10.1,17.5,27,14,6,7.5,1.5,1.8,270,2024-06-01 14:00,,0.1,12.2,26,0,120.409653,23.925175,35
線西,彰化縣,22,,良好,0.7,0.1,17.1,16.8,20,2,4.7,6.8,2.1,3,248,2024-06-01 14:00,,0.1,4,22,1,120.469061,24.131672,34
彰化,彰化縣,18,,良好,0.8,0.17,13.3,19.6,18,6,10.4,14,3.6,0.6,310,2024-06-01 14:00,,0.1,5.4,17,0,120.541519,24.066,33
西屯,臺中市,25,,良好,1.5,0.12,13.9,16.7,14,8,5.7,9.7,4,1.3,250,2024-06-01 14:00,,0.1,7.8,20,1,120.616917,24.162197,32
忠明,臺中市,19,,良好,1.4,0.19,12.3,15.6,19,5,8.3,13.2,4.8,0.6,302,2024-06-01 14:00,,0.2,5.8,19,1,120.641092,24.151958,31
大里,臺中市,22,,良好,1.5,0.18,18,19.1,11,6,8.7,10.8,2.1,0.9,322,2024-06-01 14:00,,0.2,6.9,16,1,120.67844444,24.09961111,30
沙鹿,臺中市,28,,良好,0.9,0.16,16.2,17.7,21,8,5.9,8.6,2.7,1.4,231,2024-06-01 14:00,,0.2,8.5,20,0,120.568794,24.225628,29
豐原,臺中市,21,,良好,2.2,0.26,17.7,23.1,19,8,11.9,16.8,4.9,2,218,2024-06-01 14:00,,0.2,6,16,0,120.74252414,24.25699731,28
三義,苗栗縣,21,,良好,1.6,0.25,13.8,21.3,9,8,5.8,10.1,4.2,2.5,202,2024-06-01 14:00,,0.1,6.5,11,0,120.75956754,24.38248443,27
苗栗,苗栗縣,24,,良好,0.9,0.13,24.3,24.6,7,8,5.2,8,2.8,2.7,230,2024-06-01 14:00,,0.1,7.4,11,0,120.82011468,24.56499183,26
頭份,苗栗縣,25,,良好,1.5,0.18,26.1,22.6,14,6,7,9.2,2.2,3.6,269,2024-06-01 14:00,,0.1,7.7,17,1,120.89869286,24.69690679,25
新竹,新竹市,21,,良好,0.1,0.22,30.8,23.8,9,8,6.9,8.5,1.5,2.3,285,2024-06-01 14:00,,0.2,6.5,11,0,120.97236752,24.8056356,24
竹東,新竹縣,32,,良好,0.1,0.15,21.8,19.9,14,10,5.2,6.2,1,2.4,266,2024-06-01 14:00,,0.1,9.8,17,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,0,0.15,37.9,25.2,8,7,2.7,3.2,0.5,3.3,264,2024-06-01 14:00,,0.1,9.7,13,0,121.03886894,24.90009696,22
龍潭,桃園市,31,,良好,1,0.19,22.9,20.2,17,16,7.2,9.4,2.1,3.7,270,2024-06-01 14:00,,0.2,9.6,19,0,121.21645772,24.86400048,21
平鎮,桃園市,26,,良好,0.5,0.15,26.8,18.9,14,6,7.3,8.7,1.4,2.9,276,2024-06-01 14:00,,0.2,8.1,18,0,121.203986,24.952786,20
觀音,桃園市,25,,良好,0,0.1,40.5,27.6,14,7,3.3,4.4,1.1,2.9,318,2024-06-01 14:00,,0,6.1,11,0,121.08283092,25.03556747,19
大園,桃園市,20,,良好,0.6,0.17,37.7,22.8,11,7,5.9,6.6,0.7,3.1,302,2024-06-01 14:00,,0.1,5.7,15,0,121.20251473,25.06100357,18
桃園,桃園市,29,,良好,0.9,0.17,27.2,19.6,19,9,7.6,9,1.3,2.9,292,2024-06-01 14:00,,0.2,9,18,1,121.30500531,24.9947107,17
大同,臺北市,42,,良好,1.3,0.46,25.3,15.9,19,13,13.4,18,4.6,-,-,2024-06-01 14:00,,0.8,12.8,21,1,121.51342074,25.06331455,16
松山,臺北市,48,,良好,0,0.21,30.2,22.9,19,16,11.2,13.9,2.6,2.2,281,2024-06-01 14:00,,0.3,14.8,26,,121.578611,25.05,15
古亭,臺北市,35,,良好,1.9,0.25,28.2,21.4,15,8,11.3,12.8,1.4,1.8,280,2024-06-01 14:00,,0.3,10.8,22,1,121.529556,25.020608,14
萬華,臺北市,39,,良好,1,0.3,25.6,20.0,18,10,13.5,15.9,2.3,1.7,307,2024-06-01 14:00,,0.3,12,24,0,121.507972,25.046503,13
中山,臺北市,32,,良好,0.8,0.5,19.7,17.4,17,7,19.3,28.1,8.7,2,303,2024-06-01 14:00,,0.4,9.2,21,0,121.526528,25.062361,12
士林,臺北市,36,,良好,0.4,0.15,30.2,21.3,19,11,7.4,8.5,1,3.3,335,2024-06-01 14:00,,0.2,11.2,20,1,121.51666356,25.10334003,11
淡水,新北市,22,,良好,0.9,0.14,33.4,24.7,14,7,3.3,3.7,0.4,1.1,310,2024-06-01 14:00,,0.1,5.5,15,1,121.449239,25.1645,10
林口,新北市,21,,良好,0.4,0.13,31.4,23.1,8,7,3.9,4.1,0.1,3.1,291,2024-06-01 14:00,,0.1,5.3,12,0,121.36548982,25.07798949,9
菜寮,新北市,33,,良好,1.2,0.21,28.9,22.4,17,11,10.2,12.3,2,2.9,287,2024-06-01 14:00,,0.2,10.1,20,1,121.481028,25.06895,8
新莊,新北市,29,,良好,0.6,0.15,28.1,21.7,6,11,7.3,9.2,1.8,2.8,263,2024-06-01 14:00,,0.2,9,22,0,121.4325,25.037972,7
板橋,新北市,29,,良好,1.1,0.26,28.8,23.1,15,7,8.8,10.4,1.5,2.4,274,2024-06-01 14:00,,0.3,8.8,21,0,121.458667,25.012972,6
土城,新北市,45,,良好,0.3,0.2,28.2,23.0,19,14,8.1,8.8,0.7,2,256,2024-06-01 14:00,,0.3,13.8,27,0,121.451861,24.982528,5
新店,新北市,39,,良好,0.9,0.21,33.4,24.2,17,11,9.1,10.5,1.3,1.5,289,2024-06-01 14:00,,0.3,12,22,0,121.537778,24.977222,4
萬里,新北市,21,,良好,0.3,0.17,39.9,23.2,23,2,3.3,4.8,1.4,2.2,23,2024-06-01 14:00,,0.1,4.2,19,0,121.689881,25.179667,3
汐止,新北市,35,,良好,1,0.21,25.7,24.2,18,9,9.5,11.5,2,1.9,263,2024-06-01 14:00,,0.3,10.9,25,1,121.64081,25.06624,2
基隆,基隆市,24,,良好,0.7,0.15,30.5,19.0,16,6,3.4,4.3,0.8,0.5,27,2024-06-01 14:00,,0.2,7.3,22,0,121.760056,25.129167,1
屏東(枋山),屏東縣,47,,良好,0.2,0.06,34.8,25.7,64,8,0.2,0.4,0.1,3,267,2024-06-01 13:00,,0,8.3,47,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,16,,良好,0.7,0.23,,17.8,13,8,9.2,13.5,4.3,1,294,2024-06-01 13:00,,0.2,3.2,12,0,120.65525382,24.39017512,312
新北(樹林),新北市,44,,良好,1,0.32,22.7,10.4,23,14,13.6,15.7,2.1,0.6,24,2024-06-01 13:00,,0.3,13.7,25,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,33,,良好,0.7,0.08,26.4,18.8,13,10,1,1.6,0.6,0.9,118,2024-06-01 13:00,,0,10.2,20,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,27,,良好,0,0.11,13.8,14.7,19,4,4.1,7.4,3.3,0.2,187,2024-06-01 13:00,,0.2,8.3,23,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,25,,良好,0.4,0.11,14.6,13.2,10,4,2.5,4.9,2.4,1.5,214,2024-06-01 13:00,,0.2,7.7,18,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,28,,良好,1.8,0.31,19,19.6,29,10,10.3,13.6,3.3,1.2,353,2024-06-01 13:00,,0.2,8.6,21,1,120.56373,23.96117,201
大城,彰化縣,20,,良好,0.9,0.05,15.6,15.7,17,5,3.3,4.7,1.4,3.5,248,2024-06-01 13:00,,0.1,5.3,20,1,120.26964167,23.85493056,85
富貴角,新北市,28,,良好,0.2,0.11,46.8,27.5,27,11,0.2,0.4,0.1,0.8,310,2024-06-01 13:00,,0,8.5,22,0,121.53656894,25.29681695,84
麥寮,雲林縣,25,,良好,1.2,0.11,15.1,15.1,31,8,3.4,4.4,1,2.9,239,2024-06-01 13:00,,0.2,7.7,23,1,120.251825,23.753506,83
關山,臺東縣,19,,良好,0.8,0.11,31.7,21.4,11,0,1.6,1.8,0.1,2.3,203,2024-06-01 13:00,,0.1,3.2,14,0,121.161933,23.045083,80
馬公,澎湖縣,15,,良好,0.8,0.17,24.1,16.7,11,5,7.8,8.9,1,1.6,146,2024-06-01 13:00,,0.1,4.3,10,0,119.566158,23.569031,78
金門,金門縣,18,,良好,0.3,0.18,12.9,11.6,0,5,11.4,15.8,4.3,1.1,129,2024-06-01 13:00,,0.1,2.3,4,0,118.312256,24.432133,77
馬祖,連江縣,71,臭氧八小時,普通,0.4,0.16,65.5,61.4,8,1,2,2.3,0.3,2.2,322,2024-06-01 13:00,,0.1,2.1,9,0,119.93149378,26.15188416,75
埔里,南投縣,22,,良好,0.9,0.14,30.2,15.7,20,5,1.4,2.8,1.4,3.6,321,2024-06-01 13:00,,0.1,6.7,20,0,120.967903,23.968842,72
復興,高雄市,21,,良好,1,0.16,15.6,12.4,13,7,4.2,6.8,2.6,1.5,307,2024-06-01 13:00,,0.3,6.6,16,2,120.312017,22.608711,71
永和,新北市,39,,良好,1.6,0.61,24.8,15.8,28,11,18.7,24.1,5.4,1.5,289,2024-06-01 13:00,,0.6,12,23,0,121.516306,25.017,70
竹山,南投縣,20,,良好,1.5,0.19,37.9,22.1,20,9,4.2,5.2,0.9,1.8,279,2024-06-01 13:00,,0.1,6,16,0,120.677306,23.756389,69
中壢,桃園市,31,,良好,0.5,0.48,23.3,10.9,20,10,15.8,34.8,19,1.2,70,2024-06-01 13:00,,0.6,9.4,20,1,121.221667,24.953278,68
三重,新北市,47,,良好,2.2,0.75,18,10.5,29,17,28.8,65.9,37,-,-,2024-06-01 13:00,,0.6,11.9,26,1,121.493806,25.072611,67
冬山,宜蘭縣,34,,良好,0.5,0.26,34,15.8,19,13,7.9,10.7,2.8,2,100,2024-06-01 13:00,,0.2,10.6,30,0,121.792928,24.632203,66
宜蘭,宜蘭縣,22,,良好,1.4,0.26,40.5,24.1,22,5,5.5,6.5,1,1.9,94,2024-06-01 13:00,,0.2,5,19,1,121.746394,24.747917,65
陽明,臺北市,19,,良好,1,0.15,38.1,20.0,11,5,2.5,3.3,0.8,3.9,30,2024-06-01 13:00,,0.1,3.6,15,0,121.529583,25.182722,64
花蓮,花蓮縣,21,,良好,0.4,0.14,33.8,23.2,,6,2.1,2.5,0.4,2.3,98,2024-06-01 13:00,,0.2,5.1,,0,121.599769,23.971306,63
臺東,臺東縣,26,,良好,0.1,0.13,33.2,28.2,14,4,3,3.7,0.6,0.7,98,2024-06-01 13:00,,0.1,4.6,16,0,121.15045,22.755358,62
恆春,屏東縣,24,,良好,0.6,0.07,24.4,26.8,15,9,0.3,0.9,0.5,4.7,242,2024-06-01 13:00,,0,5.4,12,0,120.788928,21.958069,61
潮州,屏東縣,17,,良好,0.7,0.05,16,16.2,10,3,0.7,2.3,1.6,1.9,282,2024-06-01 13:00,,0,3.1,17,1,120.561175,22.523108,60
屏東,屏東縣,22,,良好,3.1,0.23,30.8,20.0,21,7,4.8,6.4,1.5,1.5,172,2024-06-01 13:00,,0.1,5,22,1,120.488033,22.673081,59
小港,高雄市,32,,良好,2.8,0.16,12,11.9,8,6,7.4,14.3,6.8,1.3,135,2024-06-01 13:00,,0.2,9.8,17,2,120.337736,22.565833,58
前鎮,高雄市,21,,良好,1,0.11,16.6,12.2,13,4,3.7,6.6,2.8,2.1,202,2024-06-01 13:00,,0.2,6.4,18,2,120.30833356,22.6044507,57
前金,高雄市,23,,良好,0.6,0.11,17.5,14.2,21,0,3.5,5.6,2,2.8,193,2024-06-01 13:00,,0.2,3.9,23,1,120.28676111,22.63390278,56
左營,高雄市,28,,良好,0.7,0.11,16.6,14.8,18,7,3.7,5.8,2.1,2.9,199,2024-06-01 13:00,,0.2,8.5,17,1,120.292917,22.674861,54
楠梓,高雄市,31,,良好,0.7,0.12,18.7,15.5,21,8,6,8.3,2.3,1.6,236,2024-06-01 13:00,,0.2,9.4,26,1,120.328289,22.733667,53
林園,高雄市,37,,良好,1.1,0.1,29.8,19.4,27,6,1.6,3.3,1.6,2.2,204,2024-06-01 13:00,,0.1,8,37,1,120.41175,22.4795,52
大寮,高雄市,23,,良好,0.4,0.08,18.8,15.0,17,5,1.7,2.6,0.9,2.1,225,2024-06-01 13:00,,0.1,7,21,1,120.425311,22.56413611,51
鳳山,高雄市,20,,良好,1.3,0.23,15.6,13.8,15,3,5.8,10.4,4.5,1.2,239,2024-06-01 13:00,,0.3,4.4,20,1,120.357422,22.628126,50
仁武,高雄市,19,,良好,0.2,0.13,21.2,18.4,8,8,4.2,7,2.8,3,234,2024-06-01 13:00,,0.1,6,15,0,120.332631,22.689056,49
橋頭,高雄市,24,,良好,0.7,0.08,19.1,16.7,8,3,2.6,4.3,1.7,3.4,240,2024-06-01 13:00,,0.2,7.3,18,1,120.305689,22.757506,48
美濃,高雄市,23,,良好,1.5,0.19,47.8,25.6,25,6,3.8,4.7,0.8,1.2,288,2024-06-01 13:00,,0.1,4.2,22,0,120.530542,22.883583,47
臺南,臺南市,33,,良好,2.2,0.11,14.8,17.1,10,8,5.3,8.7,3.3,1.2,189,2024-06-01 13:00,,0.2,10.3,22,1,120.21947897,22.98928311,46
安南,臺南市,36,,良好,1.4,0.14,15.1,17.0,14,8,3.8,6.6,2.8,3.4,180,2024-06-01 13:00,,0.3,11.2,22,1,120.2175,23.048197,45
善化,臺南市,34,,良好,0.7,0.07,19.2,22.9,10,8,3.5,5.1,1.6,3.7,195,2024-06-01 13:00,,0.1,10.6,18,0,120.29740529,23.11337642,44
新營,臺南市,21,,良好,1.4,0.2,22.8,21.8,17,4,6.3,8.7,2.3,1.5,243,2024-06-01 13:00,,0.2,3.6,21,1,120.31725,23.305633,43
嘉義,嘉義市,21,,良好,2.3,0.2,43.7,24.0,25,7,4.4,5.2,0.8,3.2,240,2024-06-01 13:00,,0.1,3.5,15,1,120.44125148,23.46477865,42
